pkey;key;guid;pubDate;title;description;category;link
2065;origo;https://www.origo.hu/sport/futball/20200127-labdarugas-magyar-foci-a-puskasdijas-magyar-tamado-nb-iies-csapatnal-tunt-fel-zsori-daniel.html;Futball;A Puskás-díjas magyar támadó NB II-es csapatnál tűnt fel;https://www.origo.hu/sport/futball/20200127-labdarugas-magyar-foci-a-puskasdijas-magyar-tamado-nb-iies-csapatnal-tunt-fel-zsori-daniel.html;Ismét gólt szerzett a Fradi ellen.;Monday, 27 Jan 2020 07:21:00
2066;origo;https://www.origo.hu/itthon/20200127-langolt-egy-ketszintes-csaladi-haz-csepelen.html;Itthon;Leégett egy kétszintes családi ház Csepelen;https://www.origo.hu/itthon/20200127-langolt-egy-ketszintes-csaladi-haz-csepelen.html;Egy 150 négyzetméteres házban keletkezett tűz.;Monday, 27 Jan 2020 07:19:26
2067;origo;https://www.origo.hu/sport/galeria/20200127-kobe-bryant-halala-galeria.html;Galéria;Kobe Bryant halála az egész világot megrázta - Galéria;https://www.origo.hu/sport/galeria/20200127-kobe-bryant-halala-galeria.html;Az emlékezés képei.;Monday, 27 Jan 2020 06:36:00
2068;origo;https://www.travelo.hu/turista/20191230-azsia-etikus-turizmus-ezert-ne-lovagoljon-elefanton-es-ne-fotozkodjon-tigrisekkel-soha.html;Talpraesett Turista;Ezért ne üljön elefánt hátára, és ne fotózkodjon tigrisekkel soha!;https://www.travelo.hu/turista/20191230-azsia-etikus-turizmus-ezert-ne-lovagoljon-elefanton-es-ne-fotozkodjon-tigrisekkel-soha.html;Kitépett karmú tigrisek, kikötözött, ketrecben síró majmok, láncra vert elefántok – és ez mind a turisták kedvéért.;Monday, 27 Jan 2020 06:26:00
2069;origo;https://www.origo.hu/itthon/20200127-illegalis-bevandorlas-tobb-mint-szaz-hatarsertovel-szemben-intezkedtek-a-hetvegen.html;Itthon;Több mint száz migránssal szemben intézkedtek a hétvégén;https://www.origo.hu/itthon/20200127-illegalis-bevandorlas-tobb-mint-szaz-hatarsertovel-szemben-intezkedtek-a-hetvegen.html;A héten 373 embert tartóztattak fel.;Monday, 27 Jan 2020 06:26:00
2070;origo;https://www.origo.hu/gazdasag/20200124-rizskrizis-van-kambozsaban-ami-sokkal-nagyobb-bajnak-a-jele.html;Gazdaság;Rizskrízissel küzd Kambodzsa, ami sokkal nagyobb bajt jelezhet előre;https://www.origo.hu/gazdasag/20200124-rizskrizis-van-kambozsaban-ami-sokkal-nagyobb-bajnak-a-jele.html;Az ország legfontosabb haszonnövényéhez félelmetes hitelválság köthető.;Monday, 27 Jan 2020 06:25:51
2071;origo;https://www.origo.hu/techbazis/20200126-samsung-galaxy-fold-2-osszehajthato-mobil-megjelenes.html;Techbázis;Kiderült, hogy mikor jön a Samsung Galaxy Fold igazi utódja;https://www.origo.hu/techbazis/20200126-samsung-galaxy-fold-2-osszehajthato-mobil-megjelenes.html;Nem a Galaxy Z Flip lesz a Galaxy Fold utódja - az egy kicsit később debütál.;Monday, 27 Jan 2020 06:25:00
2072;origo;https://www.origo.hu/gazdasag/20200127-vilaggazdasag-emelkedhet-a-diakhitel-maximalis-osszege.html;Gazdaság;Emelkedhet a diákhitel maximális összege;https://www.origo.hu/gazdasag/20200127-vilaggazdasag-emelkedhet-a-diakhitel-maximalis-osszege.html;A Diákhitel 1-nél most havi 70 ezer forint a plafon.;Monday, 27 Jan 2020 06:03:57
2130;origo;https://www.origo.hu/tudomany/20200127-hihetetlenul-gazdag-vaskori-sirt-talaltak-a-regeszek.html;Tudomány;Rejtélyes vaskori fejedelem sírját fedezték fel Olaszországban;https://www.origo.hu/tudomany/20200127-hihetetlenul-gazdag-vaskori-sirt-talaltak-a-regeszek.html;A régészek egy teljes harci szekeret is feltártak.;Monday, 27 Jan 2020 14:57:26
2131;origo;https://www.origo.hu/nagyvilag/20200127-hatalmas-tuz-nagysuranyban-tobb-mint-80-tuzolto-oltja-video.html;Nagyvilág;Hatalmas tűz Nagysurányban, több mint 80 tűzoltó a helyszínen - videó;https://www.origo.hu/nagyvilag/20200127-hatalmas-tuz-nagysuranyban-tobb-mint-80-tuzolto-oltja-video.html;Szlovákiában, az érsekújvári járásban található településen egy gyártócsarnok, majd egy autószerviz gyulladt ki.;Monday, 27 Jan 2020 14:55:00
2132;origo;https://www.origo.hu/teve/20200127-magyar-siker-szuletett-a-rangos-rajzfilmes-galan-az-annie-awardson.html;Tévé;Magyar siker a rajzfilmes gálán;https://www.origo.hu/teve/20200127-magyar-siker-szuletett-a-rangos-rajzfilmes-galan-az-annie-awardson.html;47. alkalommal adták át az Annie-díjakat.;Monday, 27 Jan 2020 14:53:00
2133;origo;https://www.origo.hu/auto/20200127-elkaptak-a-rendorok-egy-ittas-sofort-a-vedekezesetol-kopninyelni-nem-tudtak.html;Auto;Elkaptak a rendőrök egy ittas sofőrt, a védekezésétől köpni-nyelni nem tudtak;https://www.origo.hu/auto/20200127-elkaptak-a-rendorok-egy-ittas-sofort-a-vedekezesetol-kopninyelni-nem-tudtak.html;Az M6-oson lekapcsolt autós olyan magyarázattal állt elő, amilyet ritkán hallani.;Monday, 27 Jan 2020 14:53:00
2134;origo;https://www.origo.hu/nagyvilag/20200127-tobb-embert-eliteltek-egyiptomban-terrorizmus-vadjaval.html;Nagyvilág;Az Iszlám Állam terroristáit ítélték el Egyiptomban;https://www.origo.hu/nagyvilag/20200127-tobb-embert-eliteltek-egyiptomban-terrorizmus-vadjaval.html;Keresztényeket, rendőröket, katonákat öltek.;Monday, 27 Jan 2020 14:52:26
2135;origo;https://www.origo.hu/nagyvilag/20200127-lazadoznak-a-helyiek-a-migransok-miatt.html;Nagyvilág;Lázadoznak a helyiek, mert a görög Híosz szigetén túl sok a migráns;https://www.origo.hu/nagyvilag/20200127-lazadoznak-a-helyiek-a-migransok-miatt.html;A migránsok gyújtogatnak, lopnak és elfoglalják a helyiek termőföldjét.;Monday, 27 Jan 2020 14:52:00
2136;origo;https://www.origo.hu/teve/20200127-nicole-kidman-es-hugh-grant-elete-egy-pillanat-alatt-osszeomlik-a-tudhattad-volna-cimu-sorozatban.html;Tévé;Nicole Kidman és Hugh Grant élete egy pillanat alatt összeomlik;https://www.origo.hu/teve/20200127-nicole-kidman-es-hugh-grant-elete-egy-pillanat-alatt-osszeomlik-a-tudhattad-volna-cimu-sorozatban.html;Új sorozat jön a Hatalmas kis hazugságok alkotójától.;Monday, 27 Jan 2020 14:49:54
2137;origo;https://www.origo.hu/itthon/20200127-felpalyas-utlezaras-a-86os-fouton-ujronafonel.html;Itthon;Félpályás útlezárás a 86-os főúton Újrónafőnél;https://www.origo.hu/itthon/20200127-felpalyas-utlezaras-a-86os-fouton-ujronafonel.html;Egy kamion autóval karambolozott.;Monday, 27 Jan 2020 14:48:35
2138;origo;https://www.origo.hu/itthon/20200127-orban-megkoszoruzta-a-nehai-lengyel-elnok-sirjat.html;Itthon;Orbán Viktor megkoszorúzta a néhai lengyel elnök sírját;https://www.origo.hu/itthon/20200127-orban-megkoszoruzta-a-nehai-lengyel-elnok-sirjat.html;A magyar kormányfő részt vesz az Auschwitz-Birkenau német koncentrációs tábor felszabadítására emlékező rendezvényen is.;Monday, 27 Jan 2020 14:48:00
2139;origo;https://www.origo.hu/tafelspicc/20200127-fuszeres-pattogatott-kukorica-otthon-hazilag.html;[origo] Gasztro;Fűszeres pattogatott kukorica otthon - videó;https://www.origo.hu/tafelspicc/20200127-fuszeres-pattogatott-kukorica-otthon-hazilag.html;Semmilyen extra hozzávalóra vagy konyhai gépre nincs szükség hozzá.;Monday, 27 Jan 2020 14:42:00
2140;origo;https://she.life.hu/herself/20200127-szegyellem-hogy-tobbet-keresek-a-ferjemnel-mike-klaudia.html;Herself;Szégyellem, hogy többet keresek a férjemnél!;https://she.life.hu/herself/20200127-szegyellem-hogy-tobbet-keresek-a-ferjemnel-mike-klaudia.html;Egy férfi annyit ér, amennyi pénzt keres?;Monday, 27 Jan 2020 14:35:14
2141;origo;https://she.life.hu/herself/20200124-megtagadhatja-egy-anya-a-felnott-gyereket-greta-may.html;Herself;Greta May: Megtagadhatja egy anya a felnőtt gyerekét?;https://she.life.hu/herself/20200124-megtagadhatja-egy-anya-a-felnott-gyereket-greta-may.html;Egy szülőnek mindent el kell viselni?;Monday, 27 Jan 2020 14:34:56
2142;origo;https://she.life.hu/herself/20200124-megadom-magam-a-szerelemnek-akkor-is-ha-faj-fehervari-varga-judit.html;Herself;Megadom magam a szerelemnek - akkor is, ha fáj...;https://she.life.hu/herself/20200124-megadom-magam-a-szerelemnek-akkor-is-ha-faj-fehervari-varga-judit.html;Nem akarok többé félni a szerelemtől!;Monday, 27 Jan 2020 14:34:26
2143;origo;https://www.origo.hu/gazdasag/20200127-csokkennek-az-uzemanyagarak.html;Gazdaság;Szerdától jóval olcsóbban tankolhatunk;https://www.origo.hu/gazdasag/20200127-csokkennek-az-uzemanyagarak.html;A benzin és a gázolaj ára is csökken, mutatjuk, mennyivel.;Monday, 27 Jan 2020 14:29:21
2144;origo;https://www.travelo.hu/tura/20200127-magyarorszag-bukki-nemzeti-park-nepszeru-fejlesztesek.html;Túra;Tavaly kedvenc úti cél volt a Millenniumi kilátó és a lillafüredi barlangok;https://www.travelo.hu/tura/20200127-magyarorszag-bukki-nemzeti-park-nepszeru-fejlesztesek.html;Idén a park pályázik az UNESCO Globális Geopark címre.;Monday, 27 Jan 2020 14:24:55
2145;origo;https://www.origo.hu/tudomany/20200127-a-vilagon-elsokent-ultettek-at-ossejtekbol-nyert-szivizomszovetet-japanban.html;Tudomány;Elsőként ültettek át őssejtekből nyert szívizomszövetet Japánban;https://www.origo.hu/tudomany/20200127-a-vilagon-elsokent-ultettek-at-ossejtekbol-nyert-szivizomszovetet-japanban.html;Egy súlyos szívelégtelenségben szenvedő beteget kezeltek a módszerrel.;Monday, 27 Jan 2020 14:24:11
2146;origo;https://www.origo.hu/itthon/20200127-letartoztattak-a-15-eves-orgovanyi-fiut-aki-a-gyanu-szerint-halalra-szurkalta-apjat.html;Itthon;Letartóztatták a 15 éves orgoványi fiút, aki a gyanú szerint halálra szurkálta apját;https://www.origo.hu/itthon/20200127-letartoztattak-a-15-eves-orgovanyi-fiut-aki-a-gyanu-szerint-halalra-szurkalta-apjat.html;Többször hátba, és egyszer fejbe szúrhatta.;Monday, 27 Jan 2020 14:19:00
2147;origo;https://www.origo.hu/sport/csapat/20200127-vizilabda-biro-attila-brutalis-lesz-az-olimpiai-kvalifikacios-torna.html;Csapat;Bíró Attila: Brutális lesz az olimpiai kvalifikációs torna;https://www.origo.hu/sport/csapat/20200127-vizilabda-biro-attila-brutalis-lesz-az-olimpiai-kvalifikacios-torna.html;A magyar, az olasz, a görög és a holland női pólócsapat közül kettő nem lesz ott Tokióban.;Monday, 27 Jan 2020 14:18:00
2148;origo;https://www.origo.hu/foto/20200127-dijat-nyertek-az-origo-fotoriporterei-a-38-magyar-sajtofoto-palyazaton.html;Fotó;Díjat nyertek az Origo fotóriporterei a 38. Magyar Sajtófotó Pályázaton;https://www.origo.hu/foto/20200127-dijat-nyertek-az-origo-fotoriporterei-a-38-magyar-sajtofoto-palyazaton.html;Polyák Attila az első, Csudai Sándor a második helyet hozta el művészet kategóriában.;Monday, 27 Jan 2020 14:17:00
2149;origo;https://www.gphirek.hu/f1/20200127-f1-a-pirelli-tanult-a-2020as-f1es-gumik-koruli-blamabol.html;Gphírek;A Pirelli tanult a 2020-as gumik körüli blamából;https://www.gphirek.hu/f1/20200127-f1-a-pirelli-tanult-a-2020as-f1es-gumik-koruli-blamabol.html;Belátták, hogy nem jó ötlet szabadedzésen kiértékeltetni egy teljesen új konstrukciót.;Monday, 27 Jan 2020 14:11:00
2150;origo;https://www.origo.hu/itthon/20200127-elkepeszto-eletmentes-a-vii-keruletben.html;Itthon;Elképesztő életmentés a VII. kerületben;https://www.origo.hu/itthon/20200127-elkepeszto-eletmentes-a-vii-keruletben.html;Egy fiatal nő légzése állt le egy boltban.;Monday, 27 Jan 2020 14:10:00
2151;origo;https://www.travelo.hu/utrakesz/20200127-katar-qatar-airways-jotekonysag-elelmiszerpazarlas-csokkentese.html;Útra kész;Csökkenti az élelmiszerpazarlást a Qatar Airways;https://www.travelo.hu/utrakesz/20200127-katar-qatar-airways-jotekonysag-elelmiszerpazarlas-csokkentese.html;Szétosztják az utakon megmaradt ételeket és italokat.;Monday, 27 Jan 2020 14:07:48
2152;origo;https://www.origo.hu/gazdasag/20200127-forgalomba-kerul-a-brexit-emlekerme.html;Gazdaság;Forgalomba kerül a brexit-érme;https://www.origo.hu/gazdasag/20200127-forgalomba-kerul-a-brexit-emlekerme.html;A brit pénzügyminiszter mutatta be az EU-ból való távozás emlékére veretett 50 pennyst.;Monday, 27 Jan 2020 14:07:44
2153;origo;https://www.origo.hu/teve/20200124-ismert-karakterkent-ter-vissza-az-egy-rem-rendes-csalad-szinesznoje-katey-sagal.html;Tévé;Nem adja fel az Egy rém rendes család színésznője;https://www.origo.hu/teve/20200124-ismert-karakterkent-ter-vissza-az-egy-rem-rendes-csalad-szinesznoje-katey-sagal.html;Julia Roberts szerepét veszi át.;Monday, 27 Jan 2020 14:06:00
2204;origo;https://www.origo.hu/itthon/20200127-hollik-dezsi-csaba-andras-megvalasztasaval-uj-korszak-kezdodik-gyor-eleteben.html;Itthon;Hollik István: Dézsi Csaba András megválasztásával új korszak kezdődik Győr életében;https://www.origo.hu/itthon/20200127-hollik-dezsi-csaba-andras-megvalasztasaval-uj-korszak-kezdodik-gyor-eleteben.html;A Fidesz kommunikációs igazgatója szerint becsületbeli ügy volt a voksolás.;Monday, 27 Jan 2020 12:54:04
2205;origo;https://www.travelo.hu/rendezveny/20200127-anglia-london-british-muzeum-eszakisarkvidek-oslakosok-kiallitas.html;Kultúra;A londoni British Múzeumban az Északi-sarkvidék lakosaival ismerkedhet;https://www.travelo.hu/rendezveny/20200127-anglia-london-british-muzeum-eszakisarkvidek-oslakosok-kiallitas.html;Az Északi-sarkvidék őslakosainak találékonyságára fókuszál a közelgő tárlat.;Monday, 27 Jan 2020 12:44:14
2206;origo;https://www.origo.hu/sport/trashtalk/20200127-gyasz-kosarlabda-shaquille-oneal-fianak-uzent-a-tragedia-elott-kobe-bryant.html;Made In America;Shaquille O'Neal fiának üzent a tragédia előtt Kobe Bryant;https://www.origo.hu/sport/trashtalk/20200127-gyasz-kosarlabda-shaquille-oneal-fianak-uzent-a-tragedia-elott-kobe-bryant.html;A korábbi csapattársa teljesen összetört a halálhír hallatán.;Monday, 27 Jan 2020 12:37:42
2207;origo;https://www.travelo.hu/tavol/20200127-montenegro-skadari-to-nemzeti-park-sok-a-szemet.html;Távol;Még mindig nem elég környezettudatosak a Montenegróba érkező turisták;https://www.travelo.hu/tavol/20200127-montenegro-skadari-to-nemzeti-park-sok-a-szemet.html;Rengeteg szemetet gyűjtöttek össze a helyiek a Skadari Tó Nemzeti Park területén.;Monday, 27 Jan 2020 12:36:54
2208;origo;https://www.origo.hu/itthon/20200127-gyori-valasztas-fidesz-gyozelem-ellenzeki-bukas.html;Itthon;A győri kiütéses Fidesz-győzelem tanulságai;https://www.origo.hu/itthon/20200127-gyori-valasztas-fidesz-gyozelem-ellenzeki-bukas.html;Dézsi Csaba András lényegesen jobban szerepelt a városban, mint a Fidesz a korábbi években.;Monday, 27 Jan 2020 12:32:00
2209;origo;https://www.origo.hu/sport/futball/20200127-labdarugas-magyar-foci-a-harmadosztalybol-igazolt-guineai-focistat-az-ujpest.html;Futball;A harmadosztályból igazolt guineai focistát az Újpest;https://www.origo.hu/sport/futball/20200127-labdarugas-magyar-foci-a-harmadosztalybol-igazolt-guineai-focistat-az-ujpest.html;A fiatal játékosnak az álma vált valóra.;Monday, 27 Jan 2020 12:29:48
2210;origo;https://www.origo.hu/teve/20200127-csollany-szilveszter-aki-ezt-harom-honapig-csinalja-az-nem-ember-2020.html;Tévé;Csollány Szilveszter: Aki ezt három hónapig csinálja, az nem ember;https://www.origo.hu/teve/20200127-csollany-szilveszter-aki-ezt-harom-honapig-csinalja-az-nem-ember-2020.html;Az Exatlonban a kék csapattal alig beszéltek.;Monday, 27 Jan 2020 12:25:06
2211;origo;https://www.origo.hu/teve/20200127-rendornek-adta-ki-magat-muri-eniko-zaklatoja-tv.html;Tévé;Rendőrnek adta ki magát Muri Enikő zaklatója;https://www.origo.hu/teve/20200127-rendornek-adta-ki-magat-muri-eniko-zaklatoja-tv.html;Nagyon megijdet, feljelentést is tett.;Monday, 27 Jan 2020 12:24:44
2212;origo;https://www.origo.hu/sport/trashtalk/20200127-kobe-bryant-palyafutasa-szamokban.html;Made In America;Kobe Bryant: 81 pont egyetlen meccsen, öt bajnoki cím, 15 All Star-gála;https://www.origo.hu/sport/trashtalk/20200127-kobe-bryant-palyafutasa-szamokban.html;Egy legendás pályafutás számokban.;Monday, 27 Jan 2020 12:24:14
2213;origo;https://www.origo.hu/sport/trashtalk/20200127-gasz-kosarlabda-michael-jordan-szerettem-kobet-olyan-volt-szamomra-mint-egy-testver.html;Made In America;Michael Jordan: Szerettem Kobe-t, olyan volt számomra, mint egy testvér;https://www.origo.hu/sport/trashtalk/20200127-gasz-kosarlabda-michael-jordan-szerettem-kobet-olyan-volt-szamomra-mint-egy-testver.html;Az NBA valaha volt legjobb játékosa Bryant legnagyobb példaképe volt.;Monday, 27 Jan 2020 12:20:48
2214;origo;https://www.origo.hu/filmklub/20200127-az-1917-kapta-az-amerikai-rendezoceh-fodijat.html;Film;Sam Mendes 1917 című filmje kapta az amerikai rendezőcéh fődíját;https://www.origo.hu/filmklub/20200127-az-1917-kapta-az-amerikai-rendezoceh-fodijat.html;A 10 Oscarra jelölt első világháborús dráma tarol az idei díjgálákon.;Monday, 27 Jan 2020 12:19:46
2215;origo;https://www.origo.hu/itthon/20200127-botkaek-korrupcioja-behalozza-az-onkormanyzatot-es-a-birosagot-is.html;Itthon;Botkáék korrupciója behálózza a szegedi önkormányzatot és a szegedi bíróságot is;https://www.origo.hu/itthon/20200127-botkaek-korrupcioja-behalozza-az-onkormanyzatot-es-a-birosagot-is.html;A fő kérdés az, hogy hová tüntették el Botkáék azokat a milliárdokat, amelyeket a kisvállalkozóktól loptak el.;Monday, 27 Jan 2020 12:19:04
2216;origo;https://www.origo.hu/tafelspicc/20200127-ceklas-italok-teli-italok.html;[origo] Gasztro;5 céklás ital, amely pillanatok alatt vonzóvá varázsolja a zöldséget;https://www.origo.hu/tafelspicc/20200127-ceklas-italok-teli-italok.html;Ki mondta, hogy csak savanyúság vagy saláta készülhet belőle?;Monday, 27 Jan 2020 12:17:00
2217;origo;https://www.origo.hu/gazdasag/20200124-ilyen-bankkartya-meg-nem-volt-eddig-magyarorszagon.html;Gazdaság;Ilyen bankkártya még nem volt eddig Magyarországon;https://www.origo.hu/gazdasag/20200124-ilyen-bankkartya-meg-nem-volt-eddig-magyarorszagon.html;Teljesen újszerű szolgáltatások kapcsolódnak hozzá.;Monday, 27 Jan 2020 12:14:00
2218;origo;https://www.origo.hu/techbazis/20200127-chrome-webaruhaz-fizetos-kiegeszito-csalas.html;Techbázis;Most épp Chrome-kiegészítőkkel lopnák meg;https://www.origo.hu/techbazis/20200127-chrome-webaruhaz-fizetos-kiegeszito-csalas.html;Felfüggesztette a fizetős bővítmények kiadását a Google.;Monday, 27 Jan 2020 12:06:00
2219;origo;https://www.origo.hu/kultura/20200127-tobb-mint-szazezren-lattak-a-szepmuveszeti-muzeum-rubenskiallitasan.html;Kultúra;Több mint százezren látták már a Szépművészeti Rubens-kiállítását;https://www.origo.hu/kultura/20200127-tobb-mint-szazezren-lattak-a-szepmuveszeti-muzeum-rubenskiallitasan.html;Február közepéig látogatható a tárlat.;Monday, 27 Jan 2020 12:02:26
2220;origo;https://www.travelo.hu/tura/20200127-magyarorszag-budapest-giro-ditalia-rozsaszin-epulet-unnep.html;Túra;Pink night: így ünnepelheti az olasz kerékpárverseny kezdetét a Műjégen;https://www.travelo.hu/tura/20200127-magyarorszag-budapest-giro-ditalia-rozsaszin-epulet-unnep.html;Olimpiai bajnokokok, sportolók, sok játék és program várja a családokat.;Monday, 27 Jan 2020 12:01:12
2221;origo;https://www.travelo.hu/medspa/20200127-magyarorszag-oroshaza-fejlesztesek-kezdodnek-gyoparosfurdo.html;MedSpa;Még hajóformájú játszóház is lesz Gyopárosfürdő vonzáskörében;https://www.travelo.hu/medspa/20200127-magyarorszag-oroshaza-fejlesztesek-kezdodnek-gyoparosfurdo.html;650 millió forintból kezd turisztikai fejlesztéseket az Orosházához tartozó Gyopárosfürdő.;Monday, 27 Jan 2020 11:54:37
