pkey;key;guid;pubDate;title;description;category;link
1807;origo;https://www.origo.hu/itthon/20200127-elszortan-onos-eso.html;Itthon;Több helyen kell számítani ónos esőre;https://www.origo.hu/itthon/20200127-elszortan-onos-eso.html;A Köpönyeg.hu előrejelzése.;Monday, 27 Jan 2020 04:44:24
1808;origo;https://www.origo.hu/nagyvilag/20200127-mar-tobb-mint-felszaz-halottja-van-braziliaban-az-esozeseknek.html;Nagyvilág;99 brazil városban hirdettek rendkívüli állapotot a felhőszakadások miatt;https://www.origo.hu/nagyvilag/20200127-mar-tobb-mint-felszaz-halottja-van-braziliaban-az-esozeseknek.html;53-an meghaltak, 19 ember eltűnt.;Monday, 27 Jan 2020 04:37:35
1809;origo;https://www.origo.hu/nagyvilag/20200127-illegalis-bevandorlas-ujabb-78-migranst-vitt-vissza-a-libiai-parti-orseg.html;Nagyvilág;Újabb 78 migránst vitt vissza a líbiai parti őrség;https://www.origo.hu/nagyvilag/20200127-illegalis-bevandorlas-ujabb-78-migranst-vitt-vissza-a-libiai-parti-orseg.html;A Földközi-tengerből mentették ki őket.;Monday, 27 Jan 2020 04:27:14
1810;origo;https://www.origo.hu/nagyvilag/20200127-koronavirus-rohamosan-emelkedik-kinaban-a-halottak-es-betegek-szama.html;Nagyvilág;Már 80 halottja van a kínai koronavírusnak;https://www.origo.hu/nagyvilag/20200127-koronavirus-rohamosan-emelkedik-kinaban-a-halottak-es-betegek-szama.html;Rohamosan emelkedik a halottak és a válságos állapotú betegek száma.;Monday, 27 Jan 2020 04:12:00
1811;origo;https://www.origo.hu/nagyvilag/20200126-olaszorszag-szoros-eredmeny-salvini.html;Nagyvilág;Exit poll: Salvini nagyon nyert Calabriában;https://www.origo.hu/nagyvilag/20200126-olaszorszag-szoros-eredmeny-salvini.html;Emilia-Romagnában szoros eredmény várható a tartományi választáson.;Sunday, 26 Jan 2020 23:26:52
1812;origo;https://www.origo.hu/sport/futball/20200126-gyozott-a-real-madrid-a-la-ligaban-valladolid-barcelona-eredmeny-video-tabella.html;Futball;Győzött a Real, megelőzte a Barcát a La Ligában;https://www.origo.hu/sport/futball/20200126-gyozott-a-real-madrid-a-la-ligaban-valladolid-barcelona-eredmeny-video-tabella.html;Zinédine Zidane csapata egy kiegészítő ember góljával nyert a Valladolid ellen.;Sunday, 26 Jan 2020 23:16:00
1813;origo;https://www.origo.hu/sport/futball/20200126-napoli-juventus-serie-a-olasz-foci-eredmeny-video-ronaldo.html;Futball;Későn jött Ronaldo gólja, kikapott a Juventus - videó;https://www.origo.hu/sport/futball/20200126-napoli-juventus-serie-a-olasz-foci-eredmeny-video-ronaldo.html;A Napoli sorozatban négy otthon elvesztett bajnoki után tudott győzni.;Sunday, 26 Jan 2020 22:54:00
1814;origo;https://www.origo.hu/itthon/20200126-dezsi-gyoztes-fideszes-gyori-polgarmester-sajtotajekoztato.html;Itthon;A győztes fideszes győri polgármester sajtótájékoztatót tartott;https://www.origo.hu/itthon/20200126-dezsi-gyoztes-fideszes-gyori-polgarmester-sajtotajekoztato.html;Dézsi Csaba András új korszakot akar nyitni Győr életében.;Sunday, 26 Jan 2020 22:23:00
1815;origo;https://www.origo.hu/sport/csapat/20200126-vizilabda-ferfi-europa-bajnoksag-magyarorszag-spanyolorszag-donto-nyilatkozatok.html;Csapat;Erdélyi Balázs:Jobb csapat vagyunk, főleg hazai pályán;https://www.origo.hu/sport/csapat/20200126-vizilabda-ferfi-europa-bajnoksag-magyarorszag-spanyolorszag-donto-nyilatkozatok.html;Hatalmas az Eb-győztes pólósok öröme, hogy megtörték a 21 éve tartó átkot - nyilatkozatok.;Sunday, 26 Jan 2020 22:13:00
1816;origo;https://www.origo.hu/sport/futball/20200126-lille-psg-ligue-1-21-fordulo-neymar-video.html;Futball;Neymar elképesztő gólt lőtt - videó;https://www.origo.hu/sport/futball/20200126-lille-psg-ligue-1-21-fordulo-neymar-video.html;A PSG támadója Kobe Bryant emlékének ajánlotta a második gólját.;Sunday, 26 Jan 2020 22:06:00
1817;origo;https://www.origo.hu/sport/csapat/20200126-a-cimvedo-gyori-audi-eto-kc-hazigazdakent-2727es-dontetlent-jatszott-a-francia-brest-bretagne.html;Csapat;Döntetlent játszott a Győr a női kézilabda BL-ben;https://www.origo.hu/sport/csapat/20200126-a-cimvedo-gyori-audi-eto-kc-hazigazdakent-2727es-dontetlent-jatszott-a-francia-brest-bretagne.html;A francia Brest az első félidőben hat góllal is vezetett, 27-27 lett a vége.;Sunday, 26 Jan 2020 21:40:00
1818;origo;https://www.origo.hu/nagyvilag/20200126-egyesult-allamokban-koronavirus-negyedik-megbetegedes.html;Nagyvilág;Az Egyesült Államokban azonosították a negyedik koronavírusos megbetegedést;https://www.origo.hu/nagyvilag/20200126-egyesult-allamokban-koronavirus-negyedik-megbetegedes.html;Csak annyit árulnak el, hogy Los Angeles megyében él.;Sunday, 26 Jan 2020 21:36:05
1819;origo;https://www.origo.hu/sport/futball/20200126-angol-foci-fa-kupa-shrewsbury-liverpool-dontetlen.html;Futball;Szenzáció az FA-kupában: harmadosztályú csapattal játszott döntetlent a Liverpool;https://www.origo.hu/sport/futball/20200126-angol-foci-fa-kupa-shrewsbury-liverpool-dontetlen.html;Hiába vezetett két góllal Jürgen Klopp csapata, újrajátszás dönt a továbbjutásról a Shrewsbury ellen.;Sunday, 26 Jan 2020 21:31:09
1820;origo;https://www.origo.hu/sport/galeria/20200126-izgalmas-meccsen-lett-eb-gyoztes-a-magyar-ferfi-vizilabda-valogatott.html;Galéria;Így ünnepelték a 21 éve várt Eb-győzelmet a férfi vízilabdázóink - képek;https://www.origo.hu/sport/galeria/20200126-izgalmas-meccsen-lett-eb-gyoztes-a-magyar-ferfi-vizilabda-valogatott.html;Ruhástól a vízben a szövetségi kapitány, magyar örömkönnyek a Duna Arénában.;Sunday, 26 Jan 2020 21:24:11
1821;origo;https://www.origo.hu/itthon/20200126-patakon-is-afidesz-gyozott.html;Itthon;Patakon is a Fidesz győzött;https://www.origo.hu/itthon/20200126-patakon-is-afidesz-gyozott.html;A Nógrád megyei kistelepülésen is kormánypárti polgármester lesz.;Sunday, 26 Jan 2020 21:19:00
1822;origo;https://www.origo.hu/itthon/20200126-abonynal-vonat-gazolt-el-egy-embert.html;Itthon;Vonat gázolt el egy embert Abonynál;https://www.origo.hu/itthon/20200126-abonynal-vonat-gazolt-el-egy-embert.html;A forgalom csak éjszaka állhat helyre.;Sunday, 26 Jan 2020 21:10:10
1823;origo;https://www.origo.hu/itthon/20200126-fidesz-gyozelem-gyor-dezsi-csaba-andras.html;Itthon;Fölényes Fidesz-győzelem, elbukott az ellenzéki összefogás;https://www.origo.hu/itthon/20200126-fidesz-gyozelem-gyor-dezsi-csaba-andras.html;Megerősített támogatás a Fidesznél: Dézsi Csaba András Győr új polgármestere.;Sunday, 26 Jan 2020 21:05:00
1824;origo;https://she.life.hu/herself/20200124-majdnem-meghaltam-terhesen-mert-csak-magaddal-torodsz-laky-szintia.html;Herself;Majdnem meghaltam terhesen, mert csak magaddal törődsz!;https://she.life.hu/herself/20200124-majdnem-meghaltam-terhesen-mert-csak-magaddal-torodsz-laky-szintia.html;Megölnéd a családom a felelőtlenségeddel?!;Sunday, 26 Jan 2020 21:00:00
1825;origo;https://www.origo.hu/sport/trashtalk/20200126-tragedia-meghalt-kobe-bryant-minden-idok-egyik-legjobb-kosarasa-los-angeles-lakers-nba.html;Made In America;Meghalt Kobe Bryant;https://www.origo.hu/sport/trashtalk/20200126-tragedia-meghalt-kobe-bryant-minden-idok-egyik-legjobb-kosarasa-los-angeles-lakers-nba.html;Lezuhant a helikopter, 41 éves volt minden idők egyik legjobb kosárlabdázója.;Sunday, 26 Jan 2020 20:59:00
1826;origo;https://www.origo.hu/sport/egyeni/20200126-rovidpalyas-gyorskorcsolya-europa-bajnoksag-3-nap-nyilatkozatok-liu-shaolin-liu-shaoang-banhidi-akol.html;Egyéni;Liu Shaoang: Amikor megnyertem, azt éreztem, hogy felrobbant a csarnok;https://www.origo.hu/sport/egyeni/20200126-rovidpalyas-gyorskorcsolya-europa-bajnoksag-3-nap-nyilatkozatok-liu-shaolin-liu-shaoang-banhidi-akol.html;A hét éremmel záruló short track-Eb utolsó napjára maradt a legtöbb izgalom.;Sunday, 26 Jan 2020 20:58:00
1827;origo;https://www.origo.hu/sport/csapat/20200126-varga-denes-a-ivzilabda-europabajnoksag-legjobb-jatekosa.html;Csapat;A magyar csapat kapitánya lett az Európa-bajnokság legjobb játékosa;https://www.origo.hu/sport/csapat/20200126-varga-denes-a-ivzilabda-europabajnoksag-legjobb-jatekosa.html;A döntőben kettőt lőtt, 17 góljával a mieink legeredményesebb játékosa lett.;Sunday, 26 Jan 2020 20:53:50
1828;origo;https://www.origo.hu/itthon/20200126-okollel-kalapaccsal-utotte-es-kessel-megszurkalta-feleseget-egy-nyiregyhazi-ferfi.html;Itthon;Ököllel, kalapáccsal ütötte, majd késsel megszúrkálta feleségét egy nyíregyházi férfi;https://www.origo.hu/itthon/20200126-okollel-kalapaccsal-utotte-es-kessel-megszurkalta-feleseget-egy-nyiregyhazi-ferfi.html;A nyíregyházi nőt a mentők életveszélyes sérülésekkel szállították kórházba.;Sunday, 26 Jan 2020 20:50:18
1829;origo;https://www.origo.hu/sport/csapat/20200126-vizilabda-europa-bajnoksag-marcz-tamas-nyilatkozat.html;Csapat;Märcz Tamás: Nincs csodálatosabb, mint hazai környezetben aranyérmet nyerni;https://www.origo.hu/sport/csapat/20200126-vizilabda-europa-bajnoksag-marcz-tamas-nyilatkozat.html;A magyar férfi vízilabda-válogatott szövetségi kapitánya joggal büszke Európa-bajnok játékosaira.;Sunday, 26 Jan 2020 20:49:36
1830;origo;https://www.origo.hu/techbazis/20200126-apple-eu-europa-usbc-lightning-tolto-iphone.html;Techbázis;Az Apple szerint megfojtja az innovációt az EU egységes mobiltöltője;https://www.origo.hu/techbazis/20200126-apple-eu-europa-usbc-lightning-tolto-iphone.html;Ellenáll az EU nyomásának az Apple, az innováció megfojtásáról beszél az egységes töltő ötlete kapcsán.;Sunday, 26 Jan 2020 20:44:00
1831;origo;https://www.origo.hu/tudomany/20200126-hat-oroszlan-szokott-meg-namibia-legnagyobb-nemzeti-parkjabol.html;Tudomány;Egy faluba törtek be és vérengzésbe kezdtek a szökött oroszlánok;https://www.origo.hu/tudomany/20200126-hat-oroszlan-szokott-meg-namibia-legnagyobb-nemzeti-parkjabol.html;Hat oroszlán szökött meg Namíbia legnagyobb nemzeti parkjából.;Sunday, 26 Jan 2020 20:41:34
1832;origo;https://www.origo.hu/itthon/20200126-orban-viktor-ujra-a-csucson.html;Itthon;Újra a csúcson - Orbán Viktor a közösségi oldalán gratulált az aranyérmes csapatnak;https://www.origo.hu/itthon/20200126-orban-viktor-ujra-a-csucson.html;A miniszterelnök közösségi oldalán gratulált a férfii vízilabda-válogatottnak.;Sunday, 26 Jan 2020 20:34:29
1833;origo;https://www.origo.hu/sport/csapat/20200126-vizilabda-ferfi-europa-bajnoksag-magyarorszag-spanyolorszag-donto-osszefoglalo.html;Csapat;Elképszetően izgalmas meccsen lett Eb-győztes a magyar férfi vízilabda-válogatott;https://www.origo.hu/sport/csapat/20200126-vizilabda-ferfi-europa-bajnoksag-magyarorszag-spanyolorszag-donto-osszefoglalo.html;Ötméteresekkel, 21 év után lett újra Európa legjobbja a magyar csapat. Ráadásul Budapesten, több ezer szurkoló előtt.;Sunday, 26 Jan 2020 20:16:00
1834;origo;https://www.origo.hu/itthon/20200126-fidesz-gyor.html;Itthon;100%-os feldolgozottság, óriási Fidesz-győzelem a győri polgármester-választáson;https://www.origo.hu/itthon/20200126-fidesz-gyor.html;23 932 Fidesz-, 16 646 ellenzéki szavazat.;Sunday, 26 Jan 2020 20:03:00
1835;origo;https://www.origo.hu/teve/20200109-magyar-sztarok-akik-jol-atvertek-a-rajongoikat-tv.html;Tévé;Magyar sztárok, akik alaposan átverték a rajongóikat;https://www.origo.hu/teve/20200109-magyar-sztarok-akik-jol-atvertek-a-rajongoikat-tv.html;Többen tettek ki képet terhességről, és olyan is van, aki kopasz fotóval sokkolt. Semmi sem volt igaz az egészből.;Sunday, 26 Jan 2020 19:59:11
1836;origo;https://www.origo.hu/itthon/20200126-langol-egy-ketszaz-negyzetmeteres-muhely-a-xxi-keruletben.html;Itthon;Égett egy kétszáz négyzetméteres műhely Csepelen;https://www.origo.hu/itthon/20200126-langol-egy-ketszaz-negyzetmeteres-muhely-a-xxi-keruletben.html;A műhelyben hét autó van. A tűzoltók habosított vízsugárral kezdték meg az oltást.;Sunday, 26 Jan 2020 19:52:00
1837;origo;https://www.origo.hu/techbazis/20200126-samsung-galaxy-z-flip-ultravekony-vedouveg-mobil.html;Techbázis;Megoldhatja az összehajtható mobilok legnagyobb gondját a Samsung Galaxy Z Flip;https://www.origo.hu/techbazis/20200126-samsung-galaxy-z-flip-ultravekony-vedouveg-mobil.html;A Galaxy Z Flip kijelzőjét ultravékony védőüveg védi majd a sérülékeny műanyag réteg helyett.;Sunday, 26 Jan 2020 19:44:00
1838;origo;https://www.origo.hu/nagyvilag/20200126-a-kinai-voroskereszt-mar-tobb-szaz-millio-juan-adomanyt-kapott.html;Nagyvilág;A kínai vöröskereszt már több száz millió jüan adományt kapott a járvány elleni védekezésre;https://www.origo.hu/nagyvilag/20200126-a-kinai-voroskereszt-mar-tobb-szaz-millio-juan-adomanyt-kapott.html;15 milliárd forintnak megfelelő összeget kapott a koronavírus elleni küzdelemre.;Sunday, 26 Jan 2020 19:36:29
1839;origo;https://www.origo.hu/itthon/20200126-nadasdladanyban-kigyulladt-egy-csaladi-haz.html;Itthon;Kigyulladt egy családi ház Nádasdladányban;https://www.origo.hu/itthon/20200126-nadasdladanyban-kigyulladt-egy-csaladi-haz.html;A tűzhöz a pétfürdői és a polgárdi tűzoltók érkeztek.;Sunday, 26 Jan 2020 19:28:39
1840;origo;https://www.origo.hu/nagyvilag/20200126-egyretobb-nemetorszagi-zsido-foglalkozik-a-kivandorlas-gondolataval.html;Nagyvilág;Egyre több németországi zsidó foglalkozik a kivándorlás gondolatával;https://www.origo.hu/nagyvilag/20200126-egyretobb-nemetorszagi-zsido-foglalkozik-a-kivandorlas-gondolataval.html;Az elmúlt időszakban nagyon sok támadás érte a közösséget.;Sunday, 26 Jan 2020 19:09:30
1841;origo;https://www.origo.hu/tudomany/20200126-hat-oroszlan-szokott-meg-a-namibiai-etosha-nemzeti-parkbol.html;Tudomány;Hat oroszlán szökött meg Namíbia legnagyobb nemzeti parkjából;https://www.origo.hu/tudomany/20200126-hat-oroszlan-szokott-meg-a-namibiai-etosha-nemzeti-parkbol.html;Egy közeli faluban felfaltak egy tehenet és egy szamarat.;Sunday, 26 Jan 2020 19:02:49
1842;origo;https://www.origo.hu/sport/futball/20200126-olasz-bajnoksag-21-fordulo-roma-lazio-video-pau-lopez.html;Futball;Megszületett az év legviccesebb gólja a focivilág egyik legnagyobb rangadóján - videó;https://www.origo.hu/sport/futball/20200126-olasz-bajnoksag-21-fordulo-roma-lazio-video-pau-lopez.html;A spanyol válogatott kapus bakiját évekig fogják mutogatni Rómában.;Sunday, 26 Jan 2020 19:02:00
1843;origo;https://www.origo.hu/sport/kozvetites/20200126-magyarorszag-spanyolorszag-ferfi-vizilabda-europabajnoksag-donto-elo-kozvetites.html;Közvetítés;A férfi vízilabda-válogatott 21 év után nyerhet ismét Európa-bajnokságot;https://www.origo.hu/sport/kozvetites/20200126-magyarorszag-spanyolorszag-ferfi-vizilabda-europabajnoksag-donto-elo-kozvetites.html;Märcz Tamás csapata a csoportkörben 11-11-es döntetlent játszott a spanyol válogatottal.;Sunday, 26 Jan 2020 18:54:00
1844;origo;https://www.origo.hu/sport/csapat/20200126-kezilabda-europa-bajnoksag-spanyolorszag-bajnok-horvatorszag.html;Csapat;Spanyolország megvédte címét a kézilabda Európa-bajnokságon;https://www.origo.hu/sport/csapat/20200126-kezilabda-europa-bajnoksag-spanyolorszag-bajnok-horvatorszag.html;Óriási meccs döntött az aranyéremről a horvátok ellen, de a hajrát a spanyolok bírták jobban.;Sunday, 26 Jan 2020 18:28:03
1845;origo;https://www.origo.hu/itthon/20200126-onos-eso-miatt-adtak-ki-riasztast-az-orszag-nagy-reszerre.html;Itthon;Ónos eső miatt adtak ki riasztást;https://www.origo.hu/itthon/20200126-onos-eso-miatt-adtak-ki-riasztast-az-orszag-nagy-reszerre.html;Vasárnap este és hétfőn napközben is gondot okozhat a csapadék.;Sunday, 26 Jan 2020 18:19:59
1846;origo;https://www.origo.hu/nagyvilag/20200126-felgyujtottak-egy-a-koronavirussal-megfertozodott-betegek-szamara-keszitett-elkulonitot-hongkongban.html;Nagyvilág;A koronavírusos betegek számára előkészített elkülönítőt gyújtottak fel Hongkongban - videó;https://www.origo.hu/nagyvilag/20200126-felgyujtottak-egy-a-koronavirussal-megfertozodott-betegek-szamara-keszitett-elkulonitot-hongkongban.html;A gyújtogatás komoly veszélybe sodorta a környék lakóit.;Sunday, 26 Jan 2020 18:10:24
1847;origo;https://www.origo.hu/gazdasag/20200124-meglepo-ujdonsagot-dob-piacra-a-neves-nemet-sorgyarto.html;Gazdaság;Meglepő újdonságot dob piacra a neves német sörgyártó;https://www.origo.hu/gazdasag/20200124-meglepo-ujdonsagot-dob-piacra-a-neves-nemet-sorgyarto.html;A Bitburger úgy döntött, hogy új, a sörtől teljesen eltérő piacokon fektet be.;Sunday, 26 Jan 2020 18:03:00
1848;origo;https://www.origo.hu/sport/futball/20200126-angol-foci-fa-kupa-tranmere-manchester-united.html;Futball;Hat gólt rúgott a Manchester United az FA-kupában - videó;https://www.origo.hu/sport/futball/20200126-angol-foci-fa-kupa-tranmere-manchester-united.html;Önbizalomnövelő győzelemmel jutott nyolcaddöntőbe Ole Gunnar Solskjaer csapata.;Sunday, 26 Jan 2020 18:01:28
1849;origo;https://www.origo.hu/sport/egyeni/20200126-hosszu-katinka-aranyeremmel-zarta-a-luxemburgi-europa-kupa.html;Egyéni;Hosszú Katinka aranyéremmel zárta a luxemburgi úszókupát;https://www.origo.hu/sport/egyeni/20200126-hosszu-katinka-aranyeremmel-zarta-a-luxemburgi-europa-kupa.html;400 méter vegyes és 100 méter pillangó után 200 vegyesen is diadalmaskodott.;Sunday, 26 Jan 2020 18:01:24
1850;origo;https://she.life.hu/herself/20200123-nehez-veled-az-elet-de-nelkuled-kibirhatatla-greta-may.html;Herself;Greta May: Nehéz veled az élet - de nélküled kibírhatatlan.;https://she.life.hu/herself/20200123-nehez-veled-az-elet-de-nelkuled-kibirhatatla-greta-may.html;Képesek lehetünk újraépíteni mindent?;Sunday, 26 Jan 2020 18:00:00
1851;origo;https://she.life.hu/herself/20200123-attol-meg-hogy-szereted-nem-biztos-hogy-szukseged-van-ra-lovay-fruzsi.html;Herself;Lovay Fruzsi: Attól, hogy szereted, nem biztos, hogy szükséged van rá;https://she.life.hu/herself/20200123-attol-meg-hogy-szereted-nem-biztos-hogy-szukseged-van-ra-lovay-fruzsi.html;A nagy érzelmek önmagukban nem fognak boldoggá tenni!;Sunday, 26 Jan 2020 18:00:00
1852;origo;https://www.origo.hu/sport/galeria/20200126-a-liutestverek-uraltak-a-rovidpalyas-gyorskorcsolya-ebt-liu-shaoang-arany-liu-shaolin-sandor.html;Galéria;A Liu testvérek uralták a rövidpályás gyorskorcsolya-Eb-t - képek;https://www.origo.hu/sport/galeria/20200126-a-liutestverek-uraltak-a-rovidpalyas-gyorskorcsolya-ebt-liu-shaoang-arany-liu-shaolin-sandor.html;Liu Shaoang arany-, Liu Shaolin Sándor ezüstérmes lett összetettben.;Sunday, 26 Jan 2020 17:56:00
1853;origo;https://www.origo.hu/nagyvilag/20200126-lopott-motorosszannal-szaguldott-a-halalba-a-17-eves-fiu-predealon.html;Nagyvilág;Lopott motorosszánnal száguldott a halálba egy 17 éves fiú Predeálon;https://www.origo.hu/nagyvilag/20200126-lopott-motorosszannal-szaguldott-a-halalba-a-17-eves-fiu-predealon.html;Utasa is volt, nekihajtott egy bódénak.;Sunday, 26 Jan 2020 17:42:00
1902;origo;https://www.origo.hu/itthon/20200126-csak-figyelmezteto-lovesekkel-tudtak-megallitani-a-migransokat-a-romanmagyar-hataron.html;Itthon;Figyelmeztető lövéseket adtak le szökni próbáló migránsok miatt a magyar határnál;https://www.origo.hu/itthon/20200126-csak-figyelmezteto-lovesekkel-tudtak-megallitani-a-migransokat-a-romanmagyar-hataron.html;A két tunéziai férfit hiába kérték, nem álltak meg.;Sunday, 26 Jan 2020 17:32:00
1903;origo;https://www.gphirek.hu/f1/20200126-f1-januar-vegen-tovabb-pontositjak-a-2021-es-szabalyokat.html;Gphírek;Január végén tovább pontosítják a 2021-es szabályokat;https://www.gphirek.hu/f1/20200126-f1-januar-vegen-tovabb-pontositjak-a-2021-es-szabalyokat.html;A technikai igazgató szerint elengedhetetlen, hogy a csapatok nem vettek részt a munkában.;Sunday, 26 Jan 2020 17:30:00
1953;origo;https://www.origo.hu/itthon/20200126-niedermuller-peter-a-feher-kereszteny-heteroszexualisokrol.html;Itthon;Niedermüller Péter rémisztő képződménynek nevezte a fehér, keresztény heteroszexuálisokat;https://www.origo.hu/itthon/20200126-niedermuller-peter-a-feher-kereszteny-heteroszexualisokrol.html;Meg azért ez a nőkre is igaz - tette hozzá Gyurcsány erzsébetvárosi polgármestere.;Sunday, 26 Jan 2020 17:24:00
2050;origo;https://www.origo.hu/teve/20200126-iszak-eszter-meztelenul-kivant-reggelt-egy-edeni-szigetrol-foto-2020.html;Tévé;Iszak Eszter meztelenül kívánt jó reggelt egy édeni szigetről - fotó;https://www.origo.hu/teve/20200126-iszak-eszter-meztelenul-kivant-reggelt-egy-edeni-szigetrol-foto-2020.html;Bali mellett van.;Sunday, 26 Jan 2020 17:18:00
2051;origo;https://www.origo.hu/nagyvilag/20200126-ausztria-valasztas-also-ausztria-es-burgenland.html;Nagyvilág;Elsöprő jobboldali győzelem született Alsó-Ausztriában;https://www.origo.hu/nagyvilag/20200126-ausztria-valasztas-also-ausztria-es-burgenland.html;A Sebastian Kurz vezette Néppárt 415 településen győzött az 567-ből.;Sunday, 26 Jan 2020 17:17:00
2052;origo;https://www.origo.hu/itthon/20200126-a-hatos-lotto-nyeroszamai.html;Itthon;Kihúzták a hatos lottó nyerőszámait;https://www.origo.hu/itthon/20200126-a-hatos-lotto-nyeroszamai.html;Kihúzták a hatos lottó nyerőszámait.;Sunday, 26 Jan 2020 17:12:00
2053;origo;https://www.origo.hu/gazdasag/20200124-egyre-tobb-gyogyszer-dobunk-a-szelektiv-hulladek-koze.html;Gazdaság;Egyre több gyógyszert dobunk a szelektív hulladék közé;https://www.origo.hu/gazdasag/20200124-egyre-tobb-gyogyszer-dobunk-a-szelektiv-hulladek-koze.html;Tíz év alatt 2500 tonna gyógyszerhulladékot gyűjtöttek össze szelektív hulladékként.;Sunday, 26 Jan 2020 17:06:00
2054;origo;https://www.origo.hu/itthon/20200126-jobbik-gyongyospatai-karteritesek.html;Itthon;Mélyen hallgat a Jobbik a gyöngyöspatai kártérítések ügyében;https://www.origo.hu/itthon/20200126-jobbik-gyongyospatai-karteritesek.html;"Korábban azt hirdette a Jobbik, hogy a kezükben van a ""cigánykérdés"" megoldása Gyöngyöspatán,";Monday, 27 Jan 2020 08:55:46
2055;origo;https://www.origo.hu/sport/trashtalk/20200127-kosarlabda-nfl-az-afc-nyerte-a-kobe-bryant-halalanak-arnyekaban-rendezett-meccset.html;Made In America;NFL: az AFC nyerte a Kobe Bryant halálának árnyékában rendezett meccset;https://www.origo.hu/sport/trashtalk/20200127-kosarlabda-nfl-az-afc-nyerte-a-kobe-bryant-halalanak-arnyekaban-rendezett-meccset.html;Russel Wilson vezetésével közösen imádkoztak a baleset áldozataiért.;Monday, 27 Jan 2020 08:54:26
2056;origo;https://www.gphirek.hu/f1/20200127-f1-red-bull-verstappen-erettsege-joval-atlag-folotti.html;Gphírek;Red Bull: Verstappen érettsége jóval átlag fölötti;https://www.gphirek.hu/f1/20200127-f1-red-bull-verstappen-erettsege-joval-atlag-folotti.html;A bikások tanácsadója felidézte első találkozását a holland pilótával.;Monday, 27 Jan 2020 08:53:15
2057;origo;https://www.origo.hu/itthon/20200127-tobb-mint-felezer-migrans-elfogasaban-segitettek-a-polgarorok-eddig.html;Itthon;Több mint félezer migráns elfogásában segítettek a polgárőrök;https://www.origo.hu/itthon/20200127-tobb-mint-felezer-migrans-elfogasaban-segitettek-a-polgarorok-eddig.html;Egyre több fiatal is csatlakozna hozzájuk.;Monday, 27 Jan 2020 08:26:00
2058;origo;https://www.origo.hu/sport/galeria/20200127-kobe-bryant-halala-fotok-a-tragedia-helyszinerol.html;Galéria;Kobe Bryant halála: fotók a tragédia helyszínéről;https://www.origo.hu/sport/galeria/20200127-kobe-bryant-halala-fotok-a-tragedia-helyszinerol.html;A 13 éves lányával együtt halt meg a sportlegenda a helikopter-balesetben.;Monday, 27 Jan 2020 08:24:00
2059;origo;https://www.origo.hu/itthon/20200126-gyor-fidesz-gyozelem-nyilatkozatok.html;Itthon;Győri Fidesz-győzelem: Ez egy becsületbeli ügy;https://www.origo.hu/itthon/20200126-gyor-fidesz-gyozelem-nyilatkozatok.html;A kormánypárt több vezető politikusa reagált a nagy különbségű sikerre.;Monday, 27 Jan 2020 08:14:00
2060;origo;https://www.origo.hu/sport/futball/20200127-labdarugas-holland-foci-hihetetlen-baki-sargat-akart-adni-a-focibiro-de-nem-volt-nala-lap-video.html;Futball;Hihetetlen baki: sárgát akart adni a focibíró, de nem volt nála lap - videó;https://www.origo.hu/sport/futball/20200127-labdarugas-holland-foci-hihetetlen-baki-sargat-akart-adni-a-focibiro-de-nem-volt-nala-lap-video.html;Még a holland játékvezető is jót nevetett az eseten, de megoldotta a helyzetet.;Monday, 27 Jan 2020 08:13:17
2061;origo;https://www.origo.hu/sport/laza/20200127-sportmusor-hetfo-arsenal-australian-open-ferencvaros-program.html;Laza;FA-kupa meccset játszik az Arsenal, folytatódik az Australian Open;https://www.origo.hu/sport/laza/20200127-sportmusor-hetfo-arsenal-australian-open-ferencvaros-program.html;A címvédő FTC a Csíkszeredát fogadja az Erste Ligában.;Monday, 27 Jan 2020 08:09:55
2062;origo;https://www.origo.hu/nagyvilag/20200127-sutievoverseny-kozben-halt-meg-egy-no.html;Nagyvilág;Sütievőverseny közben halt meg egy nő Ausztráliában;https://www.origo.hu/nagyvilag/20200127-sutievoverseny-kozben-halt-meg-egy-no.html;Rohamot kapott, soknak bizonyult a kókuszkocka.;Monday, 27 Jan 2020 08:09:00
2063;origo;https://www.origo.hu/techbazis/20200125-activision-esport-youtube-call-of-duty-overwatch-hearthstone.html;Techbázis;Újabb csapást mértek a Twitch-re;https://www.origo.hu/techbazis/20200125-activision-esport-youtube-call-of-duty-overwatch-hearthstone.html;A YouTube-ra költöznek az Activision esport-eseményei.;Monday, 27 Jan 2020 08:07:00
2064;origo;https://www.origo.hu/sport/trashtalk/20200127-kosarlabda-nba-kobe-bryant-halala-reakciok.html;Made In America;Egész Amerika gyászolja Kobe Bryantet;https://www.origo.hu/sport/trashtalk/20200127-kosarlabda-nba-kobe-bryant-halala-reakciok.html;Megható képek a vasárnapi NBA-mérkőzésekről.;Monday, 27 Jan 2020 08:01:00
